Node Number	X Location (m)	Y Location (m)	Z Location (m)	Normal Stress (Pa)
635	2,2208	2,1199	0,	-1,2034e+006
636	2,0858	2,1973	0,	-1,317e+006
637	2,3434	1,7067	0,	-7,822e+005
638	2,1766	1,7538	0,	-1,0864e+006
639	3,0929	2,2068	0,	-5,4033e+005
640	3,3459	1,8945	0,	-1,713e+005
641	4,3233	2,5576	0,	-1,9432e+005
642	4,5178	3,0364	0,	-2,8331e+005
643	3,9986	3,1209	0,	-4,0335e+005
644	5,91	3,5883	0,	-1,4935e+005
645	6,6783	3,6111	0,	-86507
646	6,3538	3,1269	0,	-56058
647	6,2209	4,1129	0,	-1,3607e+005
648	5,6128	3,0682	0,	-1,0466e+005
649	5,1913	3,3838	0,	-2,1465e+005
650	5,3682	4,1074	0,	-2,1728e+005
651	2,8865	3,4895	0,	-6,7667e+005
652	2,3204	3,2769	0,	-7,2754e+005
653	2,6405	3,7539	0,	-5,5375e+005
654	3,4595	3,5632	0,	-5,3199e+005
655	2,4419	1,5292	0,	-3,7078e+005
656	2,2419	1,5609	0,	-7,124e+005
657	2,546	1,3033	0,	2,0364e+005
658	2,3156	1,3308	0,	-71373
659	1,731	0,85949	0,	1,3534e+006
660	1,642	0,81107	0,	1,6158e+006
661	1,7564	0,75496	0,	1,9845e+006
662	1,6557	0,75788	0,	1,9793e+006
663	1,6644	0,93142	0,	8,3206e+005
664	1,8339	0,95282	0,	8,7149e+005
665	1,8826	0,89276	0,	1,212e+006
666	1,7052	1,0014	0,	4,3018e+005
667	1,5754	0,883	0,	1,0945e+006
668	1,5878	0,7735	0,	1,855e+006
669	1,5108	0,81395	0,	1,6041e+006
670	1,5528	1,0064	0,	2,2157e+005
671	1,5153	0,93462	0,	7,1551e+005
672	4,8917	6,8701	0,	-66757
673	3,978	7,096	0,	-16302
674	4,5354	7,3722	0,	-11820
675	4,4322	6,5171	0,	-1,0532e+005
676	5,332	7,2668	0,	-37137
677	1,5936	1,0764	0,	-1,8031e+005
678	1,5041	1,1658	0,	-7,9115e+005
679	1,4675	1,0618	0,	-2,1496e+005
680	2,123	1,8631	0,	-1,2253e+006
681	2,0452	1,9667	0,	-1,3745e+006
682	1,9644	0,92204	0,	1,1169e+006
683	1,8613	1,0409	0,	4,1197e+005
684	2,0282	1,109	0,	3,782e+005
685	2,0751	1,6081	0,	-1,0166e+006
686	1,9626	1,7169	0,	-1,3696e+006
687	1,3983	0,92299	0,	8,7173e+005
688	1,4507	0,86558	0,	1,2251e+006
689	1,43	0,99009	0,	2,7898e+005
690	3,4876	5,9611	0,	-1,5143e+005
691	3,0396	5,7087	0,	-1,5017e+005
692	3,387	5,1828	0,	-2,7619e+005
693	3,503	6,8002	0,	-35517
694	3,0687	6,4664	0,	-43422
695	3,9572	6,2213	0,	-1,2453e+005
696	1,8013	2,1802	0,	-1,4714e+006
697	1,9102	2,0441	0,	-1,4881e+006
698	1,6089	2,5175	0,	-1,1158e+006
699	1,7317	2,3416	0,	-1,3671e+006
700	1,1244	2,1157	0,	-1,2185e+006
701	1,3196	2,1137	0,	-1,4552e+006
702	1,1996	1,9493	0,	-1,6373e+006
703	7,004	5,7796	0,	-86262
704	7,1694	6,4205	0,	-61030
705	7,4745	6,0207	0,	-61199
706	6,9699	4,9485	0,	-98623
707	7,3765	5,279	0,	-78861
708	6,537	5,5009	0,	-1,1899e+005
709	7,0248	4,0518	0,	-79792
710	7,4014	4,4526	0,	-75922
711	6,5675	4,5536	0,	-1,2935e+005
712	7,4719	3,5854	0,	-45364
713	7,1028	3,1533	0,	-27716
714	1,3502	0,87592	0,	1,3235e+006
715	1,4026	0,8185	0,	1,6769e+006
716	1,3245	0,81366	0,	1,964e+006
717	3,6911	7,6087	0,	52446
718	3,0405	7,2676	0,	56806
719	3,252	7,662	0,	86233
720	1,908	0,78822	0,	1,8432e+006
721	1,7204	0,67219	0,	2,4893e+006
722	1,8261	0,65008	0,	2,546e+006
723	1,6197	0,67511	0,	2,4841e+006
724	1,5418	0,70361	0,	2,3321e+006
725	6,4	7,9151	0,	-63,298
726	7,1034	8,0549	0,	1082,2
727	6,7636	8,3673	0,	14451
728	7,6965	6,5491	0,	-40550
729	0,85518	1,3841	0,	-2,1435e+006
730	0,80548	1,413	0,	-2,3219e+006
731	0,8374	1,4737	0,	-2,1547e+006
732	0,922	1,4228	0,	-2,1573e+006
733	2,2378	4,4924	0,	-2,9499e+005
734	1,9636	4,8365	0,	-1,4509e+005
735	2,401	4,9988	0,	-2,0774e+005
736	2,6206	6,2139	0,	-42158
737	2,214	5,9831	0,	-22260
738	2,5658	5,545	0,	-1,3525e+005
739	2,6061	6,9338	0,	48900
740	2,2248	6,6671	0,	54612
741	4,2485	7,8849	0,	56928
742	3,6908	8,1222	0,	1,1104e+005
743	4,0165	8,3719	0,	1,1561e+005
744	4,9757	7,7688	0,	17799
745	4,6804	8,2147	0,	65103
746	5,7006	7,7905	0,	1827,6
747	5,3803	8,1787	0,	35405
748	6,0755	8,2652	0,	22167
749	8,0016	6,1493	0,	-40719
750	8,1449	6,6798	0,	-27397
751	8,4562	6,3633	0,	-25170
752	7,847	5,5201	0,	-53798
753	8,302	5,7758	0,	-36243
754	7,8485	3,9861	0,	-41494
755	8,2218	4,3635	0,	-38671
756	7,808	4,7831	0,	-56160
757	2,18	3,9939	0,	-4,4044e+005
758	2,0744	3,5414	0,	-6,0462e+005
759	1,8278	3,8154	0,	-3,6717e+005
760	1,8646	4,2576	0,	-2,4243e+005
761	1,6816	3,383	0,	-4,9143e+005
762	1,8499	3,1327	0,	-7,5344e+005
763	1,2391	2,3648	0,	-9,9112e+005
764	0,99796	2,0672	0,	-1,1135e+006
765	0,96254	2,2566	0,	-7,3572e+005
766	1,4344	2,3628	0,	-1,2278e+006
767	1,2361	2,5933	0,	-7,1229e+005
768	1,5835	2,7531	0,	-9,0671e+005
769	6,0566	2,6068	0,	-11368
770	6,7783	2,669	0,	2733,5
771	6,4337	2,2391	0,	55555
772	5,3782	2,5369	0,	-39922
773	5,7451	2,1926	0,	60270
774	4,7622	2,3737	0,	-60918
775	5,1179	2,1063	0,	62935
776	4,9567	2,8525	0,	-1,4991e+005
777	4,18	2,1161	0,	-53361
778	4,5212	1,9203	0,	93140
779	3,6756	1,8393	0,	-21,457
780	3,9778	1,6982	0,	1,5772e+005
781	3,2418	1,5656	0,	1,3324e+005
782	3,5006	1,4689	0,	2,9022e+005
783	2,8155	1,3042	0,	3,773e+005
784	3,0661	1,2444	0,	5,1575e+005
785	2,4348	1,0927	0,	7,287e+005
786	2,6602	1,0506	0,	8,4144e+005
787	2,1407	0,93322	0,	1,1924e+006
788	2,2935	0,88348	0,	1,3403e+006
789	2,2044	1,1202	0,	4,5368e+005
790	2,0141	0,75318	0,	1,9491e+006
791	1,7325	1,0896	0,	-29350
792	1,6472	1,1757	0,	-5,8756e+005
793	1,8381	1,1859	0,	-2,6717e+005
794	1,9786	1,4841	0,	-9,994e+005
795	2,1157	1,3625	0,	-4,1299e+005
796	1,3233	0,96658	0,	6,0562e+005
797	1,2945	0,89414	0,	1,4651e+006
798	1,2762	1,0677	0,	-1,9535e+005
799	1,2567	0,98786	0,	7,1267e+005
800	1,355	1,0337	0,	12869
801	0,82556	1,3416	0,	-2,1929e+006
802	0,91404	1,3272	0,	-1,9357e+006
803	0,85206	1,295	0,	-1,8349e+006
804	0,77587	1,3705	0,	-2,3714e+006
805	0,77784	1,3143	0,	-2,3213e+006
806	0,72963	1,4306	0,	-2,4454e+006
807	0,72608	1,3642	0,	-2,6921e+006
808	0,76154	1,4913	0,	-2,2782e+006
809	0,77739	1,5674	0,	-1,958e+006
810	0,90203	1,5409	0,	-2,1057e+006
811	1,5572	2,1869	0,	-1,4792e+006
812	1,6643	2,0538	0,	-1,6341e+006
813	1,4261	2,028	0,	-1,6622e+006
814	0,933	1,8576	0,	-1,4335e+006
815	0,82027	1,6829	0,	-1,7204e+006
816	0,94491	1,6564	0,	-1,868e+006
817	0,78824	1,7895	0,	-1,3122e+006
818	1,0364	1,7226	0,	-1,8467e+006
819	8,1958	7,2584	0,	-15552
820	8,493	6,9318	0,	-16717
821	7,8972	3,1093	0,	-9092,8
822	8,2688	3,5881	0,	-21603
823	7,5281	2,6772	0,	8555,1
824	7,1323	2,2603	0,	46180
825	1,4648	0,74407	0,	2,0812e+006
826	1,3948	0,75962	0,	2,0955e+006
827	3,2517	8,1755	0,	1,4483e+005
828	3,5074	8,5687	0,	1,7072e+005
829	1,0732	1,9009	0,	-1,5323e+006
830	0,8432	1,9922	0,	-9,3369e+005
831	2,5057	7,675	0,	1,3998e+005
832	2,175	7,3753	0,	1,3165e+005
833	1,5822	0,60688	0,	2,8665e+006
834	1,6568	0,57431	0,	3,0179e+006
835	7,8179	8,1634	0,	1230,3
836	7,4695	8,4649	0,	8854,5
837	0,66466	1,4917	0,	-2,3728e+006
838	0,66683	1,418	0,	-2,8414e+006
839	0,68051	1,5678	0,	-2,0526e+006
840	0,6677	1,6486	0,	-1,6213e+006
841	8,1908	7,8961	0,	-4043,9
842	8,5411	7,5805	0,	-6913,3
843	8,1892	2,3918	0,	18777
844	7,841	2,1946	0,	37750
845	8,3439	2,7869	0,	5823,
846	1,8847	1,8204	0,	-1,5188e+006
847	1,7731	1,9178	0,	-1,6508e+006
848	1,5042	0,63538	0,	2,7145e+006
849	1,4323	0,66309	0,	2,5862e+006
850	2,7172	8,0694	0,	1,6941e+005
851	2,9592	8,458	0,	1,9777e+005
852	0,98087	1,3659	0,	-1,9495e+006
853	0,95084	1,2641	0,	-1,4196e+006
854	1,0235	1,2907	0,	-1,6628e+006
855	1,306	1,8637	0,	-1,8443e+006
856	1,1766	1,7659	0,	-1,9455e+006
857	0,98664	1,49	0,	-2,1083e+006
858	1,0602	1,396	0,	-2,061e+006
859	2,0679	8,0956	0,	2,1504e+005
860	2,3536	8,4367	0,	2,3823e+005
861	1,541	0,53185	0,	3,1974e+006
862	1,4692	0,56516	0,	2,9861e+006
863	1,8661	1,5928	0,	-1,3525e+006
864	1,7533	1,6949	0,	-1,6724e+006
865	1,2021	1,0781	0,	-14096
866	1,2091	1,1595	0,	-8,7058e+005
867	1,2979	1,1551	0,	-8,6852e+005
868	8,4198	1,8753	0,	34825
869	8,7048	2,211	0,	18928
870	8,5218	8,2226	0,	991,95
871	8,173	8,5393	0,	5025,3
872	0,57639	1,542	0,	-2,2294e+006
873	0,59284	1,468	0,	-2,8518e+006
874	1,4131	1,7767	0,	-1,967e+006
875	1,5331	1,8949	0,	-1,8171e+006
876	1,0765	1,5493	0,	-2,1502e+006
877	1,7373	7,7959	0,	2,0672e+005
878	1,6779	8,4922	0,	2,872e+005
879	1,3511	8,1853	0,	2,6379e+005
880	0,56359	1,6228	0,	-1,7981e+006
881	0,49746	1,5011	0,	-2,8683e+006
882	0,45978	1,5643	0,	-2,2173e+006
883	0,59501	1,3943	0,	-3,3205e+006
884	0,51391	1,4271	0,	-3,4907e+006
885	0,53534	1,3556	0,	-4,4631e+006
886	0,66328	1,3516	0,	-3,0881e+006
887	0,61048	1,3235	0,	-3,8966e+006
888	0,72805	1,308	0,	-2,642e+006
889	0,67611	1,2865	0,	-3,2056e+006
890	0,80434	1,2676	0,	-1,9633e+006
891	0,7465	1,2484	0,	-2,2585e+006
892	0,88886	1,2319	0,	-1,3189e+006
893	0,82643	1,2081	0,	-1,1808e+006
894	0,97256	1,1919	0,	-8,0263e+005
895	0,9035	1,1701	0,	-3,1616e+005
896	1,0518	1,1384	0,	-2,9147e+005
897	1,0452	1,2185	0,	-1,0458e+006
898	0,97898	1,1209	0,	4,5594e+005
899	1,1227	1,0734	0,	2,6635e+005
900	1,1297	1,1547	0,	-5,9013e+005
901	1,0492	1,0633	0,	1,122e+006
902	1,1825	0,99829	0,	8,9393e+005
903	1,1115	0,9968	0,	1,7243e+006
904	1,2279	0,91541	0,	1,5721e+006
905	1,1645	0,92338	0,	2,2556e+006
906	1,2688	0,83188	0,	2,1056e+006
907	1,2065	0,84509	0,	2,6741e+006
908	1,3167	0,75478	0,	2,3826e+006
909	1,2494	0,76738	0,	2,8306e+006
910	1,292	0,69337	0,	2,8096e+006
911	1,3623	0,67864	0,	2,6005e+006
912	1,4949	0,46601	0,	3,3002e+006
913	1,5579	0,42465	0,	3,5515e+006
914	1,6157	0,49929	0,	3,3489e+006
915	0,63568	1,7551	0,	-1,2132e+006
916	0,51541	1,6908	0,	-1,3442e+006
917	0,69844	1,924	0,	-8,1244e+005
918	0,56012	1,8343	0,	-8,0509e+005
919	1,7404	1,4669	0,	-1,4158e+006
920	1,8679	1,3756	0,	-8,8735e+005
921	1,1231	1,2348	0,	-1,3445e+006
922	1,1028	1,3208	0,	-1,7743e+006
923	1,2114	1,2532	0,	-1,4504e+006
924	1,9322	0,61504	0,	2,6519e+006
925	2,167	0,70344	0,	2,097e+006
926	2,0182	0,54671	0,	2,7572e+006
927	1,8519	0,50213	0,	3,1533e+006
928	1,7625	0,55221	0,	3,0746e+006
929	0,80778	2,1816	0,	-5,5588e+005
930	0,62335	2,055	0,	-3,8879e+005
931	0,95951	2,4851	0,	-4,569e+005
932	0,73426	2,3467	0,	-2,2476e+005
933	2,5189	0,8413	0,	1,4531e+006
934	2,9108	0,9907	0,	9,7989e+005
935	2,7081	0,75775	0,	1,4716e+006
936	2,3354	0,64446	0,	2,0515e+006
937	1,1331	2,8284	0,	-4,1134e+005
938	0,84092	2,6401	0,	-1,7445e+005
939	1,3121	3,2386	0,	-3,4374e+005
940	0,98852	3,0361	0,	-1,47e+005
941	1,4804	2,9882	0,	-6,0575e+005
942	3,3249	1,1478	0,	6,7273e+005
943	3,8028	1,3278	0,	4,4796e+005
944	3,545	0,98805	0,	7,6689e+005
945	3,0988	0,86509	0,	1,0724e+006
946	1,435	3,6571	0,	-2,5398e+005
947	1,0965	3,4608	0,	-1,0013e+005
948	1,5123	4,0791	0,	-1,6916e+005
949	1,1609	3,9024	0,	-51560
950	4,0575	1,1245	0,	5,4139e+005
951	4,3189	1,5023	0,	3,0422e+005
952	5,4848	1,7621	0,	1,6313e+005
953	6,1222	1,8249	0,	1,2719e+005
954	5,8053	1,4097	0,	2,1542e+005
955	5,1892	1,3494	0,	2,8642e+005
956	4,8769	1,6529	0,	2,1699e+005
957	6,4494	1,4435	0,	1,6006e+005
958	6,7877	1,8303	0,	99002
959	8,0715	1,6781	0,	53798
960	8,6991	1,5934	0,	32571
961	8,3666	1,2779	0,	52551
962	7,7445	1,3658	0,	82242
963	7,4452	1,7777	0,	75375
964	8,9842	1,929	0,	16674
965	9,2698	2,2766	0,	7574,4
966	8,8595	2,6061	0,	5973,8
967	8,6421	3,9654	0,	-18780
968	8,6267	4,676	0,	-25868
969	9,0327	4,3064	0,	-15040
970	9,0607	3,6103	0,	-8383,3
971	8,7155	3,2657	0,	-6687,3
972	9,0431	4,9884	0,	-17154
973	8,2129	5,0956	0,	-43357
974	8,668	5,3513	0,	-25802
975	9,1639	6,2824	0,	-10954
976	8,8043	6,6154	0,	-14491
977	8,7566	5,9899	0,	-20695
978	9,2134	7,5807	0,	-2810,4
979	8,8722	7,907	0,	-1877,4
980	8,8384	7,2539	0,	-8078,8
981	6,8093	9,1184	0,	33871
982	7,1298	8,7772	0,	22223
983	6,4392	8,7174	0,	36681
984	5,0851	8,6246	0,	82709
985	4,4485	8,7017	0,	1,2379e+005
986	4,8047	9,0478	0,	1,2445e+005
987	5,4561	9,0287	0,	84994
988	5,7552	8,6534	0,	55744
989	4,1751	9,1384	0,	1,7729e+005
990	3,8332	8,8184	0,	1,753e+005
991	2,8998	9,1906	0,	2,9083e+005
992	2,5956	8,8253	0,	2,666e+005
993	3,215	8,8512	0,	2,2367e+005
994	1,3846	7,5153	0,	1,9727e+005
995	1,7938	7,1085	0,	1,3736e+005
996	1,7703	5,8039	0,	20466
997	1,4135	6,2022	0,	94015
998	1,8182	6,4363	0,	74510
999	1,5903	4,6017	0,	-92527
1000	1,2154	4,3716	0,	-12813
1001	1,2896	4,982	0,	25841
1002	1,6847	5,2035	0,	-29872
1003	1,2989	8,8757	0,	3,5112e+005
1004	1,6165	9,2035	0,	3,8978e+005
1005	1,9636	8,8333	0,	3,1038e+005
1006	8,8739	9,2336	0,	3607,1
1007	9,2117	8,9026	0,	2615,4
1008	8,8683	8,5662	0,	2408,8
1009	8,5194	8,8828	0,	6442,1
1010	9,3196	1,5817	0,	13491
1011	9,0043	1,2453	0,	25483
1012	0,41893	1,4427	0,	-3,7595e+006
1013	0,45088	1,3783	0,	-4,9436e+006
1014	1,4363	0,40349	0,	3,2218e+006
1015	1,3745	0,43882	0,	2,7059e+006
1016	1,4231	0,49931	0,	3,0888e+006
1017	0,96251	5,3629	0,	1,1332e+005
1018	0,91468	4,7519	0,	1,0556e+005
1019	1,3576	5,5844	0,	57603
1020	1,0008	5,9826	0,	1,3115e+005
1021	1,0198	7,2497	0,	1,9955e+005
1022	1,0244	6,6088	0,	1,5914e+005
1023	1,429	6,8429	0,	1,3963e+005
1024	0,9983	7,9048	0,	2,5435e+005
1025	0,97205	8,5688	0,	3,2772e+005
1026	0,94507	9,2397	0,	4,2704e+005
1027	1,2626	9,5676	0,	4,6569e+005
1028	1,9198	9,5528	0,	4,213e+005
1029	2,5711	9,5479	0,	3,6613e+005
1030	2,2669	9,1826	0,	3,419e+005
1031	3,2239	9,5486	0,	3,0435e+005
1032	3,881	9,5292	0,	2,3919e+005
1033	3,5391	9,2092	0,	2,372e+005
1034	4,5313	9,4845	0,	1,7795e+005
1035	5,1757	9,4519	0,	1,2674e+005
1036	5,8311	9,4599	0,	85618
1037	6,5004	9,4855	0,	53558
1038	6,1302	9,0846	0,	56369
1039	7,1767	9,5109	0,	30285
1040	7,8576	9,5378	0,	15000
1041	7,4971	9,1697	0,	18637
1042	8,5396	9,5596	0,	6177,1
1043	8,1852	9,2088	0,	9012,1
1044	9,2225	9,5717	0,	1849,
1045	9,5603	9,2406	0,	857,27
1046	9,5555	8,5772	0,	777,89
1047	9,5532	7,9145	0,	-361,7
1048	9,212	8,2408	0,	571,3
1049	9,5459	7,2525	0,	-1933,6
1050	9,5305	6,5927	0,	-3664,7
1051	9,1709	6,9257	0,	-7202,
1052	9,5025	5,9346	0,	-5346,3
1053	9,4703	5,2792	0,	-6439,5
1054	9,0952	5,6421	0,	-15087
1055	9,4491	4,6187	0,	-6326,5
1056	9,4513	3,9513	0,	-4643,3
1057	9,4905	3,2827	0,	-1621,8
1058	9,6053	1,9293	0,	4391,7
1059	9,5556	2,6087	0,	1674,8
1060	9,6207	1,2507	0,	6497,5
1061	0,86406	4,1949	0,	1,0479e+005
1062	9,3053	0,91432	0,	18490
1063	8,6718	0,92986	0,	45463
1064	8,0396	0,96567	0,	80995
1065	7,4039	1,0088	0,	1,2478e+005
1066	6,7663	1,0339	0,	1,7897e+005
1067	7,1045	1,4207	0,	1,1791e+005
1068	6,1325	1,0283	0,	2,4829e+005
1069	5,5098	0,99705	0,	3,3871e+005
1070	4,9068	0,94304	0,	4,6087e+005
1071	4,333	0,86872	0,	6,2862e+005
1072	4,5944	1,2465	0,	3,9145e+005
1073	0,8224	3,7061	0,	1,023e+005
1074	3,7998	0,78475	0,	8,6031e+005
1075	0,77285	3,2583	0,	96618
1076	3,319	0,70537	0,	1,1665e+006
1077	0,69638	2,8477	0,	89896
1078	2,8961	0,63214	0,	1,5641e+006
1079	0,61567	2,5016	0,	57684
1080	2,5246	0,56091	0,	2,07e+006
1081	0,54984	2,2201	0,	-57667
1082	2,1867	0,48773	0,	2,7117e+006
1083	0,48504	1,9653	0,	-3,8144e+005
1084	1,9379	0,4338	0,	3,2586e+006
1085	1,15	1,4554	0,	-2,103e+006
1086	1,1911	1,3393	0,	-1,8803e+006
1087	1,6252	1,3634	0,	-1,3538e+006
1088	1,5577	1,2651	0,	-1,1984e+006
1089	1,7527	1,2721	0,	-8,2538e+005
1090	0,43985	1,77	0,	-9,3609e+005
1091	0,4116	1,6322	0,	-1,7634e+006
1092	1,6305	0,38131	0,	3,6905e+006
1093	1,7776	0,40587	0,	3,5666e+006
1094	1,6882	0,45595	0,	3,4879e+006
1095	0,38125	1,5059	0,	-3,1085e+006
1096	1,4994	0,36213	0,	3,4731e+006
1097	0,35622	1,3866	0,	-5,4158e+006
1098	1,3819	0,34806	0,	2,6379e+006
1099	1,3201	0,38339	0,	2,122e+006
1100	1,3063	0,46771	0,	2,3669e+006
1101	1,2847	0,55067	0,	2,6719e+006
1102	1,3548	0,52821	0,	2,7498e+006
1103	1,2568	0,63005	0,	2,9889e+006
1104	1,3272	0,61533	0,	2,7798e+006
1105	1,2247	0,70596	0,	3,2575e+006
1106	1,1871	0,78059	0,	3,3991e+006
1107	1,143	0,85306	0,	3,3576e+006
1108	1,0934	0,92188	0,	3,086e+006
1109	1,0379	0,9867	0,	2,58e+006
1110	0,97637	1,0458	0,	1,8694e+006
1111	0,90993	1,0991	0,	9,4241e+005
1112	0,84106	1,1463	0,	-1,7809e+005
1113	0,76859	1,1889	0,	-1,476e+006
1114	0,69456	1,227	0,	-2,8221e+006
1115	0,62331	1,2584	0,	-4,0141e+006
1116	0,55082	1,2848	0,	-5,0393e+006
1117	0,47232	1,3069	0,	-5,916e+006
1118	0,38817	1,3223	0,	-6,5999e+006
1119	1,1679	1,6154	0,	-2,1289e+006
1120	1,2836	1,6789	0,	-2,0683e+006
1121	1,4134	1,225	0,	-1,2365e+006
1122	1,3768	1,1211	0,	-6,6031e+005
1123	1,3003	1,2489	0,	-1,4484e+006
1124	1,5217	1,6741	0,	-1,9542e+006
1125	1,6276	1,569	0,	-1,7357e+006
1126	1,6417	1,7923	0,	-1,8043e+006
1127	1,2813	1,4977	0,	-2,109e+006
1128	1,3971	1,5612	0,	-2,0484e+006
1129	1,503	1,456	0,	-1,8298e+006
1130	1,4355	1,3578	0,	-1,6744e+006
1131	1,3224	1,3816	0,	-1,8863e+006
1132	1,3973	0,59287	0,	2,8578e+006
1133	2,1221	5,3658	0,	-92525
1134	2,9132	5,0191	0,	-2,6127e+005
1135	7,8246	8,8408	0,	12650
1136	2,005	1,254	0,	-3,0094e+005
1137	9,1452	2,9381	0,	74,167
1138	6,1346	5,106	0,	-1,4972e+005
1139	5,6791	4,6321	0,	-2,04e+005
