Node Number	X Location (m)	Y Location (m)	Z Location (m)	Normal Stress (Pa)
608	4,1274	3,6685	0,	1,0591e+007
609	3,0352	2,601	0,	1,1062e+007
610	2,8949	3,0551	0,	1,0756e+007
611	3,4679	3,1287	0,	1,0793e+007
612	6,549	6,9887	0,	1,0109e+007
613	5,7662	6,7571	0,	1,0138e+007
614	6,633	6,4463	0,	1,0132e+007
615	6,1348	7,2809	0,	1,0103e+007
616	6,1661	6,1676	0,	1,0174e+007
617	3,8777	5,3774	0,	1,0214e+007
618	4,3473	5,6375	0,	1,0236e+007
619	4,7513	4,9272	0,	1,0324e+007
620	3,0432	1,8941	0,	1,1374e+007
621	2,6695	1,5642	0,	1,1781e+007
622	2,9391	1,5651	0,	1,1474e+007
623	6,8142	7,6229	0,	1,007e+007
624	7,0853	6,963	0,	1,009e+007
625	2,4316	3,0483	0,	1,0573e+007
626	1,9865	2,6685	0,	1,0443e+007
627	1,9611	2,9041	0,	1,016e+007
628	2,1759	2,3212	0,	1,1129e+007
629	2,0067	2,2779	0,	1,104e+007
630	1,937	2,4393	0,	1,0649e+007
631	2,9809	4,0658	0,	1,0341e+007
632	2,5736	4,5759	0,	1,0015e+007
633	2,5204	4,3059	0,	1,0019e+007
634	3,0858	4,5961	0,	1,0206e+007
635	2,2208	2,1199	0,	1,1463e+007
636	2,0858	2,1973	0,	1,1215e+007
637	2,3434	1,7067	0,	1,1964e+007
638	2,1766	1,7538	0,	1,1994e+007
639	3,0929	2,2068	0,	1,1206e+007
640	3,3459	1,8945	0,	1,1149e+007
641	4,3233	2,5576	0,	1,0703e+007
642	4,5178	3,0364	0,	1,0639e+007
643	3,9986	3,1209	0,	1,0703e+007
644	5,91	3,5883	0,	1,0358e+007
645	6,6783	3,6111	0,	1,0247e+007
646	6,3538	3,1269	0,	1,0284e+007
647	6,2209	4,1129	0,	1,0289e+007
648	5,6128	3,0682	0,	1,0404e+007
649	5,1913	3,3838	0,	1,0483e+007
650	5,3682	4,1074	0,	1,0386e+007
651	2,8865	3,4895	0,	1,0553e+007
652	2,3204	3,2769	0,	1,0277e+007
653	2,6405	3,7539	0,	1,024e+007
654	3,4595	3,5632	0,	1,059e+007
655	2,4419	1,5292	0,	1,2008e+007
656	2,2419	1,5609	0,	1,2236e+007
657	2,546	1,3033	0,	1,1943e+007
658	2,3156	1,3308	0,	1,235e+007
659	1,731	0,85949	0,	1,4508e+007
660	1,642	0,81107	0,	1,5092e+007
661	1,7564	0,75496	0,	1,46e+007
662	1,6557	0,75788	0,	1,5297e+007
663	1,6644	0,93142	0,	1,4487e+007
664	1,8339	0,95282	0,	1,3864e+007
665	1,8826	0,89276	0,	1,3753e+007
666	1,7052	1,0014	0,	1,4099e+007
667	1,5754	0,883	0,	1,5071e+007
668	1,5878	0,7735	0,	1,5595e+007
669	1,5108	0,81395	0,	1,5754e+007
670	1,5528	1,0064	0,	1,4405e+007
671	1,5153	0,93462	0,	1,4858e+007
672	4,8917	6,8701	0,	1,0125e+007
673	3,978	7,096	0,	1,0068e+007
674	4,5354	7,3722	0,	1,0086e+007
675	4,4322	6,5171	0,	1,0145e+007
676	5,332	7,2668	0,	1,0109e+007
677	1,5936	1,0764	0,	1,4017e+007
678	1,5041	1,1658	0,	1,3533e+007
679	1,4675	1,0618	0,	1,4016e+007
680	2,123	1,8631	0,	1,1844e+007
681	2,0452	1,9667	0,	1,1591e+007
682	1,9644	0,92204	0,	1,3394e+007
683	1,8613	1,0409	0,	1,3554e+007
684	2,0282	1,109	0,	1,3098e+007
685	2,0751	1,6081	0,	1,2267e+007
686	1,9626	1,7169	0,	1,2056e+007
687	1,3983	0,92299	0,	1,4926e+007
688	1,4507	0,86558	0,	1,5541e+007
689	1,43	0,99009	0,	1,4469e+007
690	3,4876	5,9611	0,	1,0103e+007
691	3,0396	5,7087	0,	1,0031e+007
692	3,387	5,1828	0,	1,0183e+007
693	3,503	6,8002	0,	1,0049e+007
694	3,0687	6,4664	0,	9,9979e+006
695	3,9572	6,2213	0,	1,0126e+007
696	1,8013	2,1802	0,	1,0831e+007
697	1,9102	2,0441	0,	1,1343e+007
698	1,6089	2,5175	0,	9,8494e+006
699	1,7317	2,3416	0,	1,044e+007
700	1,1244	2,1157	0,	8,2566e+006
701	1,3196	2,1137	0,	9,252e+006
702	1,1996	1,9493	0,	8,879e+006
703	7,004	5,7796	0,	1,0149e+007
704	7,1694	6,4205	0,	1,0113e+007
705	7,4745	6,0207	0,	1,0108e+007
706	6,9699	4,9485	0,	1,0182e+007
707	7,3765	5,279	0,	1,0138e+007
708	6,537	5,5009	0,	1,0192e+007
709	7,0248	4,0518	0,	1,0195e+007
710	7,4014	4,4526	0,	1,0152e+007
711	6,5675	4,5536	0,	1,0237e+007
712	7,4719	3,5854	0,	1,0144e+007
713	7,1028	3,1533	0,	1,0181e+007
714	1,3502	0,87592	0,	1,5395e+007
715	1,4026	0,8185	0,	1,601e+007
716	1,3245	0,81366	0,	1,6184e+007
717	3,6911	7,6087	0,	1,003e+007
718	3,0405	7,2676	0,	9,982e+006
719	3,252	7,662	0,	1,0006e+007
720	1,908	0,78822	0,	1,3845e+007
721	1,7204	0,67219	0,	1,5171e+007
722	1,8261	0,65008	0,	1,4364e+007
723	1,6197	0,67511	0,	1,5867e+007
724	1,5418	0,70361	0,	1,644e+007
725	6,4	7,9151	0,	1,0064e+007
726	7,1034	8,0549	0,	1,0047e+007
727	6,7636	8,3673	0,	1,0041e+007
728	7,6965	6,5491	0,	1,008e+007
729	0,85518	1,3841	0,	5,2592e+006
730	0,80548	1,413	0,	4,528e+006
731	0,8374	1,4737	0,	5,2431e+006
732	0,922	1,4228	0,	6,4652e+006
733	2,2378	4,4924	0,	9,8534e+006
734	1,9636	4,8365	0,	9,6851e+006
735	2,401	4,9988	0,	9,8828e+006
736	2,6206	6,2139	0,	9,9256e+006
737	2,214	5,9831	0,	9,8297e+006
738	2,5658	5,545	0,	9,9212e+006
739	2,6061	6,9338	0,	9,9312e+006
740	2,2248	6,6671	0,	9,865e+006
741	4,2485	7,8849	0,	1,0048e+007
742	3,6908	8,1222	0,	1,0021e+007
743	4,0165	8,3719	0,	1,0026e+007
744	4,9757	7,7688	0,	1,007e+007
745	4,6804	8,2147	0,	1,0047e+007
746	5,7006	7,7905	0,	1,0074e+007
747	5,3803	8,1787	0,	1,0057e+007
748	6,0755	8,2652	0,	1,0052e+007
749	8,0016	6,1493	0,	1,0076e+007
750	8,1449	6,6798	0,	1,0058e+007
751	8,4562	6,3633	0,	1,0049e+007
752	7,847	5,5201	0,	1,0096e+007
753	8,302	5,7758	0,	1,0062e+007
754	7,8485	3,9861	0,	1,0102e+007
755	8,2218	4,3635	0,	1,0069e+007
756	7,808	4,7831	0,	1,0108e+007
757	2,18	3,9939	0,	9,9181e+006
758	2,0744	3,5414	0,	9,9639e+006
759	1,8278	3,8154	0,	9,6029e+006
760	1,8646	4,2576	0,	9,6099e+006
761	1,6816	3,383	0,	9,4966e+006
762	1,8499	3,1327	0,	9,864e+006
763	1,2391	2,3648	0,	8,5375e+006
764	0,99796	2,0672	0,	7,3792e+006
765	0,96254	2,2566	0,	7,3681e+006
766	1,4344	2,3628	0,	9,5329e+006
767	1,2361	2,5933	0,	8,6224e+006
768	1,5835	2,7531	0,	9,5663e+006
769	6,0566	2,6068	0,	1,0331e+007
770	6,7783	2,669	0,	1,0219e+007
771	6,4337	2,2391	0,	1,0249e+007
772	5,3782	2,5369	0,	1,0457e+007
773	5,7451	2,1926	0,	1,036e+007
774	4,7622	2,3737	0,	1,0601e+007
775	5,1179	2,1063	0,	1,0484e+007
776	4,9567	2,8525	0,	1,0536e+007
777	4,18	2,1161	0,	1,0781e+007
778	4,5212	1,9203	0,	1,0631e+007
779	3,6756	1,8393	0,	1,0992e+007
780	3,9778	1,6982	0,	1,0812e+007
781	3,2418	1,5656	0,	1,125e+007
782	3,5006	1,4689	0,	1,103e+007
783	2,8155	1,3042	0,	1,1636e+007
784	3,0661	1,2444	0,	1,1319e+007
785	2,4348	1,0927	0,	1,2191e+007
786	2,6602	1,0506	0,	1,1746e+007
787	2,1407	0,93322	0,	1,2895e+007
788	2,2935	0,88348	0,	1,241e+007
789	2,2044	1,1202	0,	1,2598e+007
790	2,0141	0,75318	0,	1,3319e+007
791	1,7325	1,0896	0,	1,3788e+007
792	1,6472	1,1757	0,	1,3604e+007
793	1,8381	1,1859	0,	1,3361e+007
794	1,9786	1,4841	0,	1,2548e+007
795	2,1157	1,3625	0,	1,2578e+007
796	1,3233	0,96658	0,	1,4265e+007
797	1,2945	0,89414	0,	1,4827e+007
798	1,2762	1,0677	0,	1,2983e+007
799	1,2567	0,98786	0,	1,3393e+007
800	1,355	1,0337	0,	1,3809e+007
801	0,82556	1,3416	0,	4,5689e+006
802	0,91404	1,3272	0,	6,1873e+006
803	0,85206	1,295	0,	4,7754e+006
804	0,77587	1,3705	0,	3,8377e+006
805	0,77784	1,3143	0,	3,4805e+006
806	0,72963	1,4306	0,	3,4285e+006
807	0,72608	1,3642	0,	2,9524e+006
808	0,76154	1,4913	0,	4,1437e+006
809	0,77739	1,5674	0,	4,6755e+006
810	0,90203	1,5409	0,	6,2427e+006
811	1,5572	2,1869	0,	1,0124e+007
812	1,6643	2,0538	0,	1,0825e+007
813	1,4261	2,028	0,	1,0014e+007
814	0,933	1,8576	0,	6,7618e+006
815	0,82027	1,6829	0,	5,3532e+006
816	0,94491	1,6564	0,	6,9204e+006
817	0,78824	1,7895	0,	5,3841e+006
818	1,0364	1,7226	0,	7,8094e+006
819	8,1958	7,2584	0,	1,0044e+007
820	8,493	6,9318	0,	1,004e+007
821	7,8972	3,1093	0,	1,008e+007
822	8,2688	3,5881	0,	1,0051e+007
823	7,5281	2,6772	0,	1,0117e+007
824	7,1323	2,2603	0,	1,0152e+007
825	1,4648	0,74407	0,	1,6599e+007
826	1,3948	0,75962	0,	1,692e+007
827	3,2517	8,1755	0,	9,9965e+006
828	3,5074	8,5687	0,	1,0007e+007
829	1,0732	1,9009	0,	8,0016e+006
830	0,8432	1,9922	0,	6,2435e+006
831	2,5057	7,675	0,	9,9428e+006
832	2,175	7,3753	0,	9,8989e+006
833	1,5822	0,60688	0,	1,6719e+007
834	1,6568	0,57431	0,	1,5949e+007
835	7,8179	8,1634	0,	1,0032e+007
836	7,4695	8,4649	0,	1,0029e+007
837	0,66466	1,4917	0,	2,8473e+006
838	0,66683	1,418	0,	2,4242e+006
839	0,68051	1,5678	0,	3,3791e+006
840	0,6677	1,6486	0,	3,6521e+006
841	8,1908	7,8961	0,	1,0031e+007
842	8,5411	7,5805	0,	1,0029e+007
843	8,1892	2,3918	0,	1,0024e+007
844	7,841	2,1946	0,	1,006e+007
845	8,3439	2,7869	0,	1,002e+007
846	1,8847	1,8204	0,	1,1804e+007
847	1,7731	1,9178	0,	1,1337e+007
848	1,5042	0,63538	0,	1,7293e+007
849	1,4323	0,66309	0,	1,7921e+007
850	2,7172	8,0694	0,	9,9663e+006
851	2,9592	8,458	0,	9,987e+006
852	0,98087	1,3659	0,	7,3932e+006
853	0,95084	1,2641	0,	6,6885e+006
854	1,0235	1,2907	0,	8,1797e+006
855	1,306	1,8637	0,	9,6411e+006
856	1,1766	1,7659	0,	9,0492e+006
857	0,98664	1,49	0,	7,4647e+006
858	1,0602	1,396	0,	8,6084e+006
859	2,0679	8,0956	0,	9,931e+006
860	2,3536	8,4367	0,	9,9604e+006
861	1,541	0,53185	0,	1,7636e+007
862	1,4692	0,56516	0,	1,8626e+007
863	1,8661	1,5928	0,	1,2337e+007
864	1,7533	1,6949	0,	1,1908e+007
865	1,2021	1,0781	0,	1,1915e+007
866	1,2091	1,1595	0,	1,1583e+007
867	1,2979	1,1551	0,	1,2531e+007
868	8,4198	1,8753	0,	9,9795e+006
869	8,7048	2,211	0,	9,9544e+006
870	8,5218	8,2226	0,	1,0019e+007
871	8,173	8,5393	0,	1,0019e+007
872	0,57639	1,542	0,	2,1139e+006
873	0,59284	1,468	0,	1,8097e+006
874	1,4131	1,7767	0,	1,0612e+007
875	1,5331	1,8949	0,	1,0715e+007
876	1,0765	1,5493	0,	8,4878e+006
877	1,7373	7,7959	0,	9,8871e+006
878	1,6779	8,4922	0,	9,9356e+006
879	1,3511	8,1853	0,	9,9033e+006
880	0,56359	1,6228	0,	2,3869e+006
881	0,49746	1,5011	0,	1,0841e+006
882	0,45978	1,5643	0,	1,2545e+006
883	0,59501	1,3943	0,	1,3866e+006
884	0,51391	1,4271	0,	7,7984e+005
885	0,53534	1,3556	0,	5,1405e+005
886	0,66328	1,3516	0,	1,9481e+006
887	0,61048	1,3235	0,	9,9581e+005
888	0,72805	1,308	0,	2,5953e+006
889	0,67611	1,2865	0,	1,4887e+006
890	0,80434	1,2676	0,	3,687e+006
891	0,7465	1,2484	0,	2,2221e+006
892	0,88886	1,2319	0,	5,2767e+006
893	0,82643	1,2081	0,	3,4546e+006
894	0,97256	1,1919	0,	7,0823e+006
895	0,9035	1,1701	0,	5,0189e+006
896	1,0518	1,1384	0,	8,8979e+006
897	1,0452	1,2185	0,	8,5734e+006
898	0,97898	1,1209	0,	6,7932e+006
899	1,1227	1,0734	0,	1,0653e+007
900	1,1297	1,1547	0,	1,032e+007
901	1,0492	1,0633	0,	8,696e+006
902	1,1825	0,99829	0,	1,2324e+007
903	1,1115	0,9968	0,	1,0651e+007
904	1,2279	0,91541	0,	1,3955e+007
905	1,1645	0,92338	0,	1,2644e+007
906	1,2688	0,83188	0,	1,5617e+007
907	1,2065	0,84509	0,	1,4689e+007
908	1,3167	0,75478	0,	1,7094e+007
909	1,2494	0,76738	0,	1,6785e+007
910	1,292	0,69337	0,	1,8579e+007
911	1,3623	0,67864	0,	1,8242e+007
912	1,4949	0,46601	0,	1,9105e+007
913	1,5579	0,42465	0,	1,7969e+007
914	1,6157	0,49929	0,	1,6866e+007
915	0,63568	1,7551	0,	3,683e+006
916	0,51541	1,6908	0,	2,4755e+006
917	0,69844	1,924	0,	4,8659e+006
918	0,56012	1,8343	0,	3,6002e+006
919	1,7404	1,4669	0,	1,2576e+007
920	1,8679	1,3756	0,	1,2874e+007
921	1,1231	1,2348	0,	9,9959e+006
922	1,1028	1,3208	0,	9,3949e+006
923	1,2114	1,2532	0,	1,1094e+007
924	1,9322	0,61504	0,	1,3838e+007
925	2,167	0,70344	0,	1,2834e+007
926	2,0182	0,54671	0,	1,3349e+007
927	1,8519	0,50213	0,	1,4381e+007
928	1,7625	0,55221	0,	1,5142e+007
929	0,80778	2,1816	0,	6,2323e+006
930	0,62335	2,055	0,	4,9794e+006
931	0,95951	2,4851	0,	7,4529e+006
932	0,73426	2,3467	0,	6,3654e+006
933	2,5189	0,8413	0,	1,1966e+007
934	2,9108	0,9907	0,	1,1429e+007
935	2,7081	0,75775	0,	1,1568e+007
936	2,3354	0,64446	0,	1,2227e+007
937	1,1331	2,8284	0,	8,2801e+006
938	0,84092	2,6401	0,	7,3091e+006
939	1,3121	3,2386	0,	8,8567e+006
940	0,98852	3,0361	0,	8,1433e+006
941	1,4804	2,9882	0,	9,2241e+006
942	3,3249	1,1478	0,	1,1099e+007
943	3,8028	1,3278	0,	1,0849e+007
944	3,545	0,98805	0,	1,089e+007
945	3,0988	0,86509	0,	1,1171e+007
946	1,435	3,6571	0,	9,1355e+006
947	1,0965	3,4608	0,	8,6279e+006
948	1,5123	4,0791	0,	9,2946e+006
949	1,1609	3,9024	0,	8,9345e+006
950	4,0575	1,1245	0,	1,0682e+007
951	4,3189	1,5023	0,	1,0662e+007
952	5,4848	1,7621	0,	1,0387e+007
953	6,1222	1,8249	0,	1,0279e+007
954	5,8053	1,4097	0,	1,03e+007
955	5,1892	1,3494	0,	1,0404e+007
956	4,8769	1,6529	0,	1,0514e+007
957	6,4494	1,4435	0,	1,0208e+007
958	6,7877	1,8303	0,	1,0182e+007
959	8,0715	1,6781	0,	1,0016e+007
960	8,6991	1,5934	0,	9,934e+006
961	8,3666	1,2779	0,	9,97e+006
962	7,7445	1,3658	0,	1,0047e+007
963	7,4452	1,7777	0,	1,0095e+007
964	8,9842	1,929	0,	9,9089e+006
965	9,2698	2,2766	0,	9,8836e+006
966	8,8595	2,6061	0,	9,9497e+006
967	8,6421	3,9654	0,	1,0019e+007
968	8,6267	4,676	0,	1,0035e+007
969	9,0327	4,3064	0,	9,9948e+006
970	9,0607	3,6103	0,	9,968e+006
971	8,7155	3,2657	0,	9,9906e+006
972	9,0431	4,9884	0,	1,0011e+007
973	8,2129	5,0956	0,	1,0073e+007
974	8,668	5,3513	0,	1,0039e+007
975	9,1639	6,2824	0,	1,0019e+007
976	8,8043	6,6154	0,	1,0031e+007
977	8,7566	5,9899	0,	1,0035e+007
978	9,2134	7,5807	0,	1,0015e+007
979	8,8722	7,907	0,	1,0018e+007
980	8,8384	7,2539	0,	1,0025e+007
981	6,8093	9,1184	0,	1,0017e+007
982	7,1298	8,7772	0,	1,0023e+007
983	6,4392	8,7174	0,	1,003e+007
984	5,0851	8,6246	0,	1,0033e+007
985	4,4485	8,7017	0,	1,0025e+007
986	4,8047	9,0478	0,	1,0019e+007
987	5,4561	9,0287	0,	1,0022e+007
988	5,7552	8,6534	0,	1,0034e+007
989	4,1751	9,1384	0,	1,0012e+007
990	3,8332	8,8184	0,	1,0012e+007
991	2,8998	9,1906	0,	9,9937e+006
992	2,5956	8,8253	0,	9,9811e+006
993	3,215	8,8512	0,	9,9974e+006
994	1,3846	7,5153	0,	9,8409e+006
995	1,7938	7,1085	0,	9,8327e+006
996	1,7703	5,8039	0,	9,6867e+006
997	1,4135	6,2022	0,	9,6751e+006
998	1,8182	6,4363	0,	9,7691e+006
999	1,5903	4,6017	0,	9,4416e+006
1000	1,2154	4,3716	0,	9,1707e+006
1001	1,2896	4,982	0,	9,3935e+006
1002	1,6847	5,2035	0,	9,5806e+006
1003	1,2989	8,8757	0,	9,9533e+006
1004	1,6165	9,2035	0,	9,9736e+006
1005	1,9636	8,8333	0,	9,965e+006
1006	8,8739	9,2336	0,	1,0004e+007
1007	9,2117	8,9026	0,	1,0005e+007
1008	8,8683	8,5662	0,	1,0011e+007
1009	8,5194	8,8828	0,	1,001e+007
1010	9,3196	1,5817	0,	9,8475e+006
1011	9,0043	1,2453	0,	9,8856e+006
1012	0,41893	1,4427	0,	2,0912e+005
1013	0,45088	1,3783	0,	82505
1014	1,4363	0,40349	0,	2,0805e+007
1015	1,3745	0,43882	0,	2,2586e+007
1016	1,4231	0,49931	0,	2,0095e+007
1017	0,96251	5,3629	0,	9,3666e+006
1018	0,91468	4,7519	0,	9,1226e+006
1019	1,3576	5,5844	0,	9,5536e+006
1020	1,0008	5,9826	0,	9,542e+006
1021	1,0198	7,2497	0,	9,7759e+006
1022	1,0244	6,6088	0,	9,6737e+006
1023	1,429	6,8429	0,	9,7676e+006
1024	0,9983	7,9048	0,	9,8572e+006
1025	0,97205	8,5688	0,	9,9211e+006
1026	0,94507	9,2397	0,	9,9682e+006
1027	1,2626	9,5676	0,	9,9885e+006
1028	1,9198	9,5528	0,	9,9914e+006
1029	2,5711	9,5479	0,	9,9954e+006
1030	2,2669	9,1826	0,	9,9828e+006
1031	3,2239	9,5486	0,	9,9996e+006
1032	3,881	9,5292	0,	1,0003e+007
1033	3,5391	9,2092	0,	1,0003e+007
1034	4,5313	9,4845	0,	1,0006e+007
1035	5,1757	9,4519	0,	1,0008e+007
1036	5,8311	9,4599	0,	1,0009e+007
1037	6,5004	9,4855	0,	1,0007e+007
1038	6,1302	9,0846	0,	1,002e+007
1039	7,1767	9,5109	0,	1,0006e+007
1040	7,8576	9,5378	0,	1,0004e+007
1041	7,4971	9,1697	0,	1,0012e+007
1042	8,5396	9,5596	0,	1,0002e+007
1043	8,1852	9,2088	0,	1,0008e+007
1044	9,2225	9,5717	0,	1,0001e+007
1045	9,5603	9,2406	0,	1,0001e+007
1046	9,5555	8,5772	0,	1,0004e+007
1047	9,5532	7,9145	0,	1,0007e+007
1048	9,212	8,2408	0,	1,001e+007
1049	9,5459	7,2525	0,	1,0009e+007
1050	9,5305	6,5927	0,	1,0007e+007
1051	9,1709	6,9257	0,	1,0019e+007
1052	9,5025	5,9346	0,	1,0002e+007
1053	9,4703	5,2792	0,	9,9899e+006
1054	9,0952	5,6421	0,	1,0018e+007
1055	9,4491	4,6187	0,	9,971e+006
1056	9,4513	3,9513	0,	9,9438e+006
1057	9,4905	3,2827	0,	9,9074e+006
1058	9,6053	1,9293	0,	9,8221e+006
1059	9,5556	2,6087	0,	9,8638e+006
1060	9,6207	1,2507	0,	9,7923e+006
1061	0,86406	4,1949	0,	8,8106e+006
1062	9,3053	0,91432	0,	9,8304e+006
1063	8,6718	0,92986	0,	9,9217e+006
1064	8,0396	0,96567	0,	1,0001e+007
1065	7,4039	1,0088	0,	1,0076e+007
1066	6,7663	1,0339	0,	1,0151e+007
1067	7,1045	1,4207	0,	1,0125e+007
1068	6,1325	1,0283	0,	1,0229e+007
1069	5,5098	0,99705	0,	1,0317e+007
1070	4,9068	0,94304	0,	1,0421e+007
1071	4,333	0,86872	0,	1,0551e+007
1072	4,5944	1,2465	0,	1,0531e+007
1073	0,8224	3,7061	0,	8,4269e+006
1074	3,7998	0,78475	0,	1,0723e+007
1075	0,77285	3,2583	0,	7,9145e+006
1076	3,319	0,70537	0,	1,0963e+007
1077	0,69638	2,8477	0,	7,1722e+006
1078	2,8961	0,63214	0,	1,1309e+007
1079	0,61567	2,5016	0,	6,2216e+006
1080	2,5246	0,56091	0,	1,1829e+007
1081	0,54984	2,2201	0,	5,1125e+006
1082	2,1867	0,48773	0,	1,2742e+007
1083	0,48504	1,9653	0,	3,7138e+006
1084	1,9379	0,4338	0,	1,3893e+007
1085	1,15	1,4554	0,	9,6315e+006
1086	1,1911	1,3393	0,	1,0493e+007
1087	1,6252	1,3634	0,	1,2878e+007
1088	1,5577	1,2651	0,	1,3121e+007
1089	1,7527	1,2721	0,	1,3177e+007
1090	0,43985	1,77	0,	2,3927e+006
1091	0,4116	1,6322	0,	1,3431e+006
1092	1,6305	0,38131	0,	1,7066e+007
1093	1,7776	0,40587	0,	1,5202e+007
1094	1,6882	0,45595	0,	1,5962e+007
1095	0,38125	1,5059	0,	3,7951e+005
1096	1,4994	0,36213	0,	1,967e+007
1097	0,35622	1,3866	0,	-2,6334e+005
1098	1,3819	0,34806	0,	2,3401e+007
1099	1,3201	0,38339	0,	2,5182e+007
1100	1,3063	0,46771	0,	2,4025e+007
1101	1,2847	0,55067	0,	2,2425e+007
1102	1,3548	0,52821	0,	2,1534e+007
1103	1,2568	0,63005	0,	2,0482e+007
1104	1,3272	0,61533	0,	2,0146e+007
1105	1,2247	0,70596	0,	1,827e+007
1106	1,1871	0,78059	0,	1,5857e+007
1107	1,143	0,85306	0,	1,3377e+007
1108	1,0934	0,92188	0,	1,097e+007
1109	1,0379	0,9867	0,	8,6947e+006
1110	0,97637	1,0458	0,	6,5913e+006
1111	0,90993	1,0991	0,	4,7298e+006
1112	0,84106	1,1463	0,	3,1969e+006
1113	0,76859	1,1889	0,	1,9897e+006
1114	0,69456	1,227	0,	1,1156e+006
1115	0,62331	1,2584	0,	5,3645e+005
1116	0,55082	1,2848	0,	1,2327e+005
1117	0,47232	1,3069	0,	-1,8329e+005
1118	0,38817	1,3223	0,	-3,8995e+005
1119	1,1679	1,6154	0,	9,3769e+006
1120	1,2836	1,6789	0,	1,002e+007
1121	1,4134	1,225	0,	1,2874e+007
1122	1,3768	1,1211	0,	1,3356e+007
1123	1,3003	1,2489	0,	1,2042e+007
1124	1,5217	1,6741	0,	1,1339e+007
1125	1,6276	1,569	0,	1,2146e+007
1126	1,6417	1,7923	0,	1,1442e+007
1127	1,2813	1,4977	0,	1,066e+007
1128	1,3971	1,5612	0,	1,1303e+007
1129	1,503	1,456	0,	1,211e+007
1130	1,4355	1,3578	0,	1,2353e+007
1131	1,3224	1,3816	0,	1,1521e+007
1132	1,3973	0,59287	0,	1,9255e+007
1133	2,1221	5,3658	0,	9,7782e+006
1134	2,9132	5,0191	0,	1,0073e+007
1135	7,8246	8,8408	0,	1,0016e+007
1136	2,005	1,254	0,	1,2905e+007
1137	9,1452	2,9381	0,	9,93e+006
1138	6,1346	5,106	0,	1,0247e+007
1139	5,6791	4,6321	0,	1,0318e+007
