Element Number	Element Type	Nodes	
88	Tri3	85	189	147	
89	Tri3	103	156	193	
90	Tri3	82	217	158	
91	Tri3	53	108	54	
92	Tri3	82	189	180	
93	Tri3	133	233	218	
94	Tri3	72	98	186	
95	Tri3	105	230	209	
96	Tri3	130	141	223	
97	Tri3	102	124	130	
98	Tri3	131	195	226	
99	Tri3	102	128	131	
100	Tri3	110	138	134	
101	Tri3	78	115	132	
102	Tri3	135	225	216	
103	Tri3	92	132	133	
104	Tri3	102	223	128	
105	Tri3	100	171	216	
106	Tri3	207	119	136	
107	Tri3	112	198	227	
108	Tri3	78	132	137	
109	Tri3	81	138	110	
110	Tri3	81	114	138	
111	Tri3	93	126	139	
112	Tri3	115	190	232	
113	Tri3	80	108	140	
114	Tri3	80	140	223	
115	Tri3	90	97	143	
116	Tri3	97	212	224	
117	Tri3	73	198	181	
118	Tri3	97	142	143	
119	Tri3	71	152	228	
120	Tri3	71	236	205	
121	Tri3	88	121	126	
122	Tri3	76	167	173	
123	Tri3	136	171	185	
124	Tri3	94	149	125	
125	Tri3	76	123	150	
126	Tri3	77	171	136	
127	Tri3	92	186	152	
128	Tri3	71	137	152	
129	Tri3	83	181	221	
130	Tri3	89	221	112	
131	Tri3	123	153	150	
132	Tri3	91	118	154	
133	Tri3	118	146	154	
134	Tri3	93	155	157	
135	Tri3	98	194	178	
136	Tri3	88	156	103	
137	Tri3	82	120	189	
138	Tri3	127	157	155	
139	Tri3	90	217	169	
140	Tri3	82	158	145	
141	Tri3	87	159	129	
142	Tri3	112	181	198	
143	Tri3	94	161	134	
144	Tri3	88	162	121	
145	Tri3	182	212	231	
146	Tri3	83	163	105	
147	Tri3	96	164	119	
148	Tri3	96	158	164	
149	Tri3	104	116	165	
150	Tri3	76	150	165	
151	Tri3	84	100	166	
152	Tri3	84	166	148	
153	Tri3	85	193	222	
154	Tri3	38	110	39	
155	Tri3	77	119	168	
156	Tri3	119	164	168	
157	Tri3	74	97	169	
158	Tri3	90	169	97	
159	Tri3	86	151	170	
160	Tri3	113	170	151	
161	Tri3	90	164	217	
162	Tri3	84	171	100	
163	Tri3	91	154	172	
164	Tri3	86	170	173	
165	Tri3	123	173	170	
166	Tri3	24	99	25	
167	Tri3	103	174	162	
168	Tri3	117	163	175	
169	Tri3	83	221	175	
170	Tri3	101	235	176	
171	Tri3	101	177	235	
172	Tri3	101	183	177	
173	Tri3	75	178	194	
174	Tri3	98	219	186	
175	Tri3	87	179	117	
176	Tri3	102	131	226	
177	Tri3	74	169	180	
178	Tri3	74	222	156	
179	Tri3	148	166	181	
180	Tri3	118	193	85	
181	Tri3	88	126	182	
182	Tri3	78	137	183	
183	Tri3	107	183	220	
184	Tri3	105	184	148	
185	Tri3	84	122	185	
186	Tri3	99	185	122	
187	Tri3	71	220	137	
188	Tri3	73	218	233	
189	Tri3	145	158	187	
190	Tri3	96	187	158	
191	Tri3	93	157	188	
192	Tri3	95	188	192	
193	Tri3	120	147	189	
194	Tri3	85	222	189	
195	Tri3	78	234	190	
196	Tri3	111	197	211	
197	Tri3	81	191	226	
198	Tri3	157	192	188	
199	Tri3	167	192	173	
200	Tri3	103	193	199	
201	Tri3	98	142	194	
202	Tri3	106	194	224	
203	Tri3	81	195	114	
204	Tri3	221	196	175	
205	Tri3	89	196	221	
206	Tri3	74	212	97	
207	Tri3	160	214	227	
208	Tri3	91	199	118	
209	Tri3	91	174	199	
210	Tri3	159	196	200	
211	Tri3	77	168	201	
212	Tri3	143	201	168	
213	Tri3	75	106	208	
214	Tri3	111	204	197	
215	Tri3	211	227	232	
216	Tri3	95	237	144	
217	Tri3	129	206	179	
218	Tri3	89	214	200	
219	Tri3	96	119	207	
220	Tri3	72	186	92	
221	Tri3	126	208	182	
222	Tri3	93	208	126	
223	Tri3	122	184	210	
224	Tri3	184	209	210	
225	Tri3	54	109	55	
226	Tri3	111	211	190	
227	Tri3	92	225	135	
228	Tri3	106	212	182	
229	Tri3	176	204	213	
230	Tri3	111	213	204	
231	Tri3	107	215	177	
232	Tri3	104	215	107	
233	Tri3	135	216	201	
234	Tri3	100	216	225	
235	Tri3	158	217	164	
236	Tri3	82	169	217	
237	Tri3	73	166	218	
238	Tri3	100	218	166	
239	Tri3	144	219	178	
240	Tri3	137	220	183	
241	Tri3	107	220	205	
242	Tri3	112	221	181	
243	Tri3	74	180	222	
244	Tri3	180	189	222	
245	Tri3	198	232	227	
246	Tri3	81	226	195	
247	Tri3	124	226	191	
248	Tri3	80	223	141	
249	Tri3	142	224	194	
250	Tri3	106	224	212	
251	Tri3	92	133	225	
252	Tri3	133	218	225	
253	Tri3	152	186	228	
254	Tri3	102	226	124	
255	Tri3	89	112	227	
256	Tri3	89	227	214	
257	Tri3	107	177	183	
258	Tri3	128	223	140	
259	Tri3	186	219	228	
260	Tri3	144	228	219	
261	Tri3	148	184	84	
262	Tri3	122	84	184	
263	Tri3	101	234	183	
264	Tri3	20	96	21	
265	Tri3	207	136	229	
266	Tri3	105	163	230	
267	Tri3	74	156	231	
268	Tri3	88	231	156	
269	Tri3	118	85	146	
270	Tri3	146	85	147	
271	Tri3	190	211	232	
272	Tri3	54	108	109	
273	Tri3	132	233	133	
274	Tri3	12	51	13	
275	Tri3	101	213	234	
276	Tri3	111	234	213	
277	Tri3	116	236	237	
278	Tri3	116	205	236	
279	Tri3	95	167	237	
280	Tri3	116	237	167	
281	Tri3	41	113	42	
282	Tri3	64	114	65	
283	Tri3	28	117	29	
284	Tri3	29	179	30	
285	Tri3	46	121	47	
286	Tri3	25	99	122	
287	Tri3	36	124	37	
288	Tri3	62	125	63	
289	Tri3	43	127	44	
290	Tri3	67	128	68	
291	Tri3	3	129	4	
292	Tri3	35	130	36	
293	Tri3	36	130	124	
294	Tri3	66	131	67	
295	Tri3	67	131	128	
296	Tri3	39	134	40	
297	Tri3	39	110	134	
298	Tri3	45	139	46	
299	Tri3	46	139	121	
300	Tri3	68	128	140	
301	Tri3	68	140	69	
302	Tri3	34	141	35	
303	Tri3	35	141	130	
304	Tri3	18	120	145	
305	Tri3	18	145	19	
306	Tri3	15	146	16	
307	Tri3	16	146	147	
308	Tri3	16	147	17	
309	Tri3	64	149	114	
310	Tri3	63	125	149	
311	Tri3	63	149	64	
312	Tri3	60	150	61	
313	Tri3	42	113	151	
314	Tri3	42	151	43	
315	Tri3	43	151	127	
316	Tri3	61	150	153	
317	Tri3	61	153	62	
318	Tri3	62	153	125	
319	Tri3	14	154	15	
320	Tri3	15	154	146	
321	Tri3	45	155	139	
322	Tri3	44	127	155	
323	Tri3	44	155	45	
324	Tri3	4	129	159	
325	Tri3	4	159	5	
326	Tri3	7	160	8	
327	Tri3	40	134	161	
328	Tri3	40	161	41	
329	Tri3	41	161	113	
330	Tri3	47	121	162	
331	Tri3	47	162	48	
332	Tri3	28	163	117	
333	Tri3	59	104	165	
334	Tri3	59	165	60	
335	Tri3	60	165	150	
336	Tri3	13	51	172	
337	Tri3	13	172	14	
338	Tri3	14	172	154	
339	Tri3	50	91	172	
340	Tri3	50	172	51	
341	Tri3	48	174	49	
342	Tri3	49	174	50	
343	Tri3	50	174	91	
344	Tri3	48	162	174	
345	Tri3	10	176	11	
346	Tri3	56	177	57	
347	Tri3	117	179	29	
348	Tri3	20	187	96	
349	Tri3	19	145	187	
350	Tri3	19	187	20	
351	Tri3	37	124	191	
352	Tri3	37	191	38	
353	Tri3	38	191	110	
354	Tri3	66	195	131	
355	Tri3	65	114	195	
356	Tri3	65	195	66	
357	Tri3	8	197	9	
358	Tri3	8	160	197	
359	Tri3	5	200	6	
360	Tri3	5	159	200	
361	Tri3	53	202	108	
362	Tri3	70	53	52	
363	Tri3	202	53	70	
364	Tri3	69	140	202	
365	Tri3	69	202	70	
366	Tri3	55	109	203	
367	Tri3	32	55	203	
368	Tri3	32	203	33	
369	Tri3	33	203	34	
370	Tri3	34	203	141	
371	Tri3	9	204	10	
372	Tri3	10	204	176	
373	Tri3	9	197	204	
374	Tri3	30	206	31	
375	Tri3	30	179	206	
376	Tri3	6	214	7	
377	Tri3	6	200	214	
378	Tri3	21	96	207	
379	Tri3	26	209	27	
380	Tri3	25	122	210	
381	Tri3	25	210	26	
382	Tri3	26	210	209	
383	Tri3	7	214	160	
384	Tri3	57	215	58	
385	Tri3	58	215	104	
386	Tri3	57	177	215	
387	Tri3	23	229	99	
388	Tri3	22	207	229	
389	Tri3	22	229	23	
390	Tri3	3	206	129	
391	Tri3	31	206	3	
392	Tri3	1	31	3	
393	Tri3	27	230	28	
394	Tri3	28	230	163	
395	Tri3	27	209	230	
396	Tri3	17	120	18	
397	Tri3	17	147	120	
398	Tri3	11	176	235	
399	Tri3	56	235	177	
400	Tri3	2	11	235	
401	Tri3	2	235	56	
402	Tri3	21	207	22	
