Element Number	Element Type	Nodes	
1	Tri3	86	157	127	
2	Tri3	198	233	232	
3	Tri3	75	208	188	
4	Tri3	83	175	163	
5	Tri3	90	168	164	
6	Tri3	80	109	108	
7	Tri3	77	216	171	
8	Tri3	88	103	162	
9	Tri3	86	173	192	
10	Tri3	144	236	228	
11	Tri3	87	196	159	
12	Tri3	71	205	220	
13	Tri3	78	183	234	
14	Tri3	79	153	123	
15	Tri3	92	152	132	
16	Tri3	79	170	113	
17	Tri3	84	185	171	
18	Tri3	78	190	115	
19	Tri3	83	148	181	
20	Tri3	95	144	178	
21	Tri3	75	194	106	
22	Tri3	83	105	148	
23	Tri3	58	104	59	
24	Tri3	99	229	185	
25	Tri3	76	173	123	
26	Tri3	104	205	116	
27	Tri3	132	152	137	
28	Tri3	79	113	161	
29	Tri3	77	136	119	
30	Tri3	95	192	167	
31	Tri3	100	225	218	
32	Tri3	115	233	132	
33	Tri3	23	99	24	
34	Tri3	75	188	95	
35	Tri3	101	176	213	
36	Tri3	160	211	197	
37	Tri3	73	233	198	
38	Tri3	73	181	166	
39	Tri3	115	232	233	
40	Tri3	108	202	140	
41	Tri3	105	209	184	
42	Tri3	89	200	196	
43	Tri3	103	199	174	
44	Tri3	93	188	208	
45	Tri3	74	231	212	
46	Tri3	88	182	231	
47	Tri3	82	180	169	
48	Tri3	136	185	229	
49	Tri3	71	228	236	
50	Tri3	106	182	208	
51	Tri3	87	117	175	
52	Tri3	72	143	142	
53	Tri3	90	143	168	
54	Tri3	81	110	191	
55	Tri3	111	190	234	
56	Tri3	72	142	98	
57	Tri3	72	135	201	
58	Tri3	72	92	135	
59	Tri3	79	125	153	
60	Tri3	97	224	142	
61	Tri3	86	127	151	
62	Tri3	114	149	138	
63	Tri3	86	192	157	
64	Tri3	93	139	155	
65	Tri3	82	145	120	
66	Tri3	76	165	116	
67	Tri3	94	134	138	
68	Tri3	80	141	109	
69	Tri3	79	94	125	
70	Tri3	98	178	219	
71	Tri3	76	116	167	
72	Tri3	144	237	236	
73	Tri3	126	121	139	
74	Tri3	72	201	143	
75	Tri3	75	95	178	
76	Tri3	109	141	203	
77	Tri3	94	138	149	
78	Tri3	104	107	205	
79	Tri3	160	227	211	
80	Tri3	79	123	170	
81	Tri3	102	130	223	
82	Tri3	156	222	193	
83	Tri3	79	161	94	
84	Tri3	118	199	193	
85	Tri3	77	201	216	
86	Tri3	87	175	196	
87	Tri3	87	129	179	
